"CLAVE SITIO","SITIO","ORGANISMO _DE_CUENCA","ESTADO","MUNICIPIO","ACUIFERO","SUBTIPO","LONGITUD","LATITUD","PERIODO","ALC_mg/L","CALIDAD_ALC","CONDUCT_mS/cm","CALIDAD_CONDUC","SDT_mg/L","CALIDAD_SDT_ra","CALIDAD_SDT_salin","FLUORUROS_mg/L","CALIDAD_FLUO","DUR_mg/L","CALIDAD_DUR","COLI_FEC_NMP/100_mL","CALIDAD_COLI_FEC","N_NO3_mg/L","CALIDAD_N_NO3","AS_TOT_mg/L","CALIDAD_AS","CD_TOT_mg/L","CALIDAD_CD","CR_TOT_mg/L","CALIDAD_CR","HG_TOT_mg/L","CALIDAD_HG","PB_TOT_mg/L","CALIDAD_PB","MN_TOT_mg/L","CALIDAD_MN","FE_TOT_mg/L","CALIDAD_FE","SEMÁFORO","CONTAMINANTES"
"OCLSP3792","POZO 2 CH-37. CHAPALA (HOTEL MONTECARLO)","LERMA SANTIAGO PACÍFICO","JALISCO","CHAPALA","CHAPALA","POZO","-103.203028","20.291776","2012-2024","298.7","Alta","820.5","Permisible para riego","519.8","Cultivos sensibles","Potable - Dulce","0.6846295","Media","20","Potable - Suave","22.78788232","Buena calidad","0.111749","Potable - Excelente","0.00195","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000192267","Potable - Excelente","0.00636","Potable - Excelente","0.01962","Potable - Excelente","0.11045","Potable - Excelente","VERDE",""
"OCLSP3799","POZO HIST. 6-18. MEZCALA DE LA AZUNCION","LERMA SANTIAGO PACÍFICO","JALISCO","PONCITLÁN","CHAPALA","POZO","-103.02186","20.3357","2012-2024","168.54","Alta","346","Buena para riego","267.1","Excelente para riego","Potable - Dulce","0.5724","Media","28.6069","Potable - Suave","21.71644798","Buena calidad","0.0978295","Potable - Excelente","<0.0015","Potable - Excelente","<0.00130105333333333","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002012989","Potable - Excelente","<0.00154","Potable - Excelente","0.044301","Potable - Excelente","0.10764","Potable - Excelente","VERDE",""
"OCLSP3816","POZO LA NANTESANA","LERMA SANTIAGO PACÍFICO","JALISCO","SAN IGNACIO CERRO GORDO","OCOTLAN","POZO","-102.46471","20.69921","2012-2024","69.965","Baja","128","Excelente para riego","109.8624","Excelente para riego","Potable - Dulce","0.1087","Baja","50.54","Potable - Suave","8.301280594","Buena calidad","0.6267145","Potable - Excelente","0.001788889","Potable - Excelente","<0.001301","Potable - Excelente","0.00439","Potable - Excelente","0.000374489","Potable - Excelente","<0.00154","Potable - Excelente","0.001631111","Potable - Excelente","0.018237778","Potable - Excelente","VERDE",""
"OCLSP3817","POZO NO. 760","LERMA SANTIAGO PACÍFICO","JALISCO","ATOTONILCO EL ALTO","LA BARCA","POZO","-102.49986","20.48296","2012-2024","245.92","Alta","858.5","Permisible para riego","551.7","Cultivos sensibles","Potable - Dulce","5.6524","Alta","92.0752","Potable - Moderadamente suave","7.584623982","Buena calidad","0.3973615","Potable - Excelente","0.081255","No apta como FAAP","<0.001301048","Potable - Excelente","<0.0012","Potable - Excelente","0.000325039","Potable - Excelente","<0.00154","Potable - Excelente","0.005433333","Potable - Excelente","0.028421","Potable - Excelente","ROJO","FLUO, AS, "
"OCLSP3818","POZO ATOTONILCO MPIO 1","LERMA SANTIAGO PACÍFICO","JALISCO","ATOTONILCO EL ALTO","OCOTLAN","POZO","-102.5032","20.54083","2012-2024","352.07","Alta","794","Permisible para riego","552","Cultivos sensibles","Potable - Dulce","0.366","Baja","401.39","Potable - Dura","15.77202487","Buena calidad","11.86108","No apta como FAAP","0.003172727","Potable - Excelente","<0.001301048","Potable - Excelente","0.001586","Potable - Excelente","0.000248039","Potable - Excelente","<0.00154","Potable - Excelente","0.000704545","Potable - Excelente","0.06854","Potable - Excelente","ROJO","NO3, "
"OCLSP3820","POZO CDC (PATRON SPIRITS S.A. DE C.V.)","LERMA SANTIAGO PACÍFICO","JALISCO","ATOTONILCO EL ALTO","OCOTLAN","POZO","-102.54816","20.5208","2012-2024","230.45","Alta","485","Buena para riego","311","Excelente para riego","Potable - Dulce","0.61","Media","126.36","Potable - Dura","9.970318476","Buena calidad","2.428052","Potable - Excelente","0.0022375","Potable - Excelente","<0.001301","Potable - Excelente","0.001366667","Potable - Excelente","0.000207314","Potable - Excelente","<0.00154","Potable - Excelente","0.0014325","Potable - Excelente","0.0391","Potable - Excelente","VERDE",""
"OCLSP3826","POZO PARQUE ACUATICO SANTA RITA","LERMA SANTIAGO PACÍFICO","JALISCO","AYOTLÁN","LA BARCA","POZO","-102.37494","20.4222","2012-2024","220.7475","Alta","799.5","Permisible para riego","436.16665","Excelente para riego","Potable - Dulce","7.2527","Alta","49.35","Potable - Suave","23.89857448","Buena calidad","0.41281","Potable - Excelente","0.116626667","No apta como FAAP","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000324489","Potable - Excelente","<0.00154","Potable - Excelente","0.0137275","Potable - Excelente","0.153953333","Potable - Excelente","ROJO","FLUO, AS, "
"OCLSP3827","POZO NO. 687","LERMA SANTIAGO PACÍFICO","JALISCO","AYOTLÁN","LA BARCA","POZO","-102.39088","20.44043","2012-2024","233.1","Alta","972.5","Permisible para riego","636","Cultivos sensibles","Potable - Dulce","3.9309835","Alta","108.0015","Potable - Moderadamente suave","11.11908784","Buena calidad","16.675505","No apta como FAAP","0.047486667","No apta como FAAP","<0.00130104","Potable - Excelente","0.001908333","Potable - Excelente","0.000191082","Potable - Excelente","<0.00154","Potable - Excelente","0.001266667","Potable - Excelente","0.018589167","Potable - Excelente","ROJO","FLUO, NO3, AS, "
"OCLSP3828","POZO UNIDAD DEPORTIVA OCOTLAN","LERMA SANTIAGO PACÍFICO","JALISCO","OCOTLÁN","OCOTLAN","POZO","-102.779","20.3593","2012-2024","299.165","Alta","609","Buena para riego","396","Excelente para riego","Potable - Dulce","0.4022","Media","157.3165","Potable - Dura","10.29967263","Buena calidad","0.031","Potable - Excelente","0.014875","Apta como FAAP","<0.00130104","Potable - Excelente","0.001841667","Potable - Excelente","0.000398335","Potable - Excelente","<0.00154","Potable - Excelente","0.060185","Potable - Excelente","0.13995","Potable - Excelente","VERDE",""
"OCLSP3841","POZO 34. ATEQUIZA 2","LERMA SANTIAGO PACÍFICO","JALISCO","IXTLAHUACÁN DE LOS MEMBRILLOS","CAJITITLAN","POZO","-103.1489","20.39211","2012-2024","211.98","Alta","437","Buena para riego","323","Excelente para riego","Potable - Dulce","0.5068325","Media","124.255","Potable - Dura","5.442210231","Buena calidad","2.973183","Potable - Excelente","0.00795","Potable - Excelente","<0.00130104363636364","Potable - Excelente","0.001345455","Potable - Excelente","0.000353699","Potable - Excelente","<0.00154","Potable - Excelente","0.000859167","Potable - Excelente","0.014354167","Potable - Excelente","VERDE",""
"OCLSP3860","POZO SUR POBLACION TAPALPA","LERMA SANTIAGO PACÍFICO","JALISCO","TAPALPA","TAPALPA","POZO","-103.757005","19.937367","2012-2024","143.4075","Media","290","Buena para riego","212","Excelente para riego","Potable - Dulce","0.18731","Baja","116.5","Potable - Moderadamente suave","13.76665902","Buena calidad","2.870235","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301048","Potable - Excelente","<0.0012","Potable - Excelente","<0.000201299","Potable - Excelente","<0.00154","Potable - Excelente","0.019364545","Potable - Excelente","0.009236364","Potable - Excelente","VERDE",""
"OCLSP3966","POZO RESTAURANT EL ASADERO","LERMA SANTIAGO PACÍFICO","JALISCO","PUERTO VALLARTA","PUERTO VALLARTA","POZO","-105.22276","20.66136","2012-2024","80.56","Media","218","Excelente para riego","204","Excelente para riego","Potable - Dulce","0.3498","Baja","25.272","Potable - Suave","20.40857623","Buena calidad","0.3953","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0015","Potable - Excelente","0.000279033","Potable - Excelente","<0.00154","Potable - Excelente","0.082922857","Potable - Excelente","1.801587143","Sin efectos en la salud - Puede dar color al agua","AMARILLO","FE, "
"OCLSP3967","POZO RANCHO TRES PUERTAS","LERMA SANTIAGO PACÍFICO","JALISCO","PUERTO VALLARTA","PUERTO VALLARTA","POZO","-105.2566","20.68734","2012-2024","107.01","Media","506","Buena para riego","316","Excelente para riego","Potable - Dulce","2.1131","Alta","74.7156","Potable - Moderadamente suave","136.9305698","Buena calidad","0.031","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000423225","Potable - Excelente","<0.00154","Potable - Excelente","0.07496","Potable - Excelente","1.54","Sin efectos en la salud - Puede dar color al agua","ROJO","FLUO, FE, "
"OCLSP3970","POZO RADIAL SEAPAL","LERMA SANTIAGO PACÍFICO","JALISCO","PUERTO VALLARTA","PUERTO VALLARTA","POZO","-105.24227","20.71904","2012-2024","113.85","Media","315","Buena para riego","200","Excelente para riego","Potable - Dulce","0.379","Baja","105.28","Potable - Moderadamente suave","36.28880816","Buena calidad","0.1993165","Potable - Excelente","0.010042","Apta como FAAP","<0.001301048","Potable - Excelente","0.00264","Potable - Excelente","0.000239439","Potable - Excelente","<0.00154","Potable - Excelente","0.368856","Sin efectos en la salud - Puede dar color al agua","1.49486","Sin efectos en la salud - Puede dar color al agua","AMARILLO","MN, FE, "
"OCLSP3983","POZO SEAPAL 9","LERMA SANTIAGO PACÍFICO","JALISCO","PUERTO VALLARTA","PUERTO VALLARTA","POZO","-105.21211","20.64282","2012-2024","70.72","Baja","210.67","Excelente para riego","150.4","Excelente para riego","Potable - Dulce","0.5779","Media","66.122","Potable - Moderadamente suave","9.565517807","Buena calidad","1.041924","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301048","Potable - Excelente","<0.0012","Potable - Excelente","0.000230969","Potable - Excelente","<0.00154","Potable - Excelente","0.000807273","Potable - Excelente","0.07288","Potable - Excelente","VERDE",""
"OCLSP5505","SAN PEDRO ITZICAN POZO NO. 2","LERMA SANTIAGO PACÍFICO","JALISCO","PONCITLÁN","CHAPALA","POZO","-102.950444","20.318667","2012-2024","227.03","Alta","638","Buena para riego","441","Excelente para riego","Potable - Dulce","1.4321","Potable - Óptima","<20","Potable - Suave","<10","Buena calidad","0.3545195","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.0189","Potable - Excelente","0.0099","Potable - Excelente","VERDE",""
"OCLSP5506","CHALPICOTE POZO","LERMA SANTIAGO PACÍFICO","JALISCO","PONCITLÁN","CHAPALA","POZO","-102.916825","20.310186","2012-2024","191.04","Alta","541","Buena para riego","260","Excelente para riego","Potable - Dulce","0.2643","Baja","92.799","Potable - Moderadamente suave","10","Buena calidad","<0.031","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.1062","Potable - Excelente","0.0724","Potable - Excelente","VERDE",""
"OCNOR0002LNR","POZO PUERTO LIBERTAD","NOROESTE","SONORA","PITIQUITO","PUERTO LIBERTAD","POZO","-112.596939","29.886537","2012-2024","","","","","527","Cultivos sensibles","Potable - Dulce","1.69","Alta","","","","","","","0.0162","Apta como FAAP","","","","","","","","","","","","","ROJO","FLUO, "
"OCNOR3984","POZO 6","NOROESTE","SONORA","AGUA PRIETA","RIO AGUA PRIETA","POZO","-109.53205","31.32013","2012-2024","135.53","Media","1228","Permisible para riego","785.92","Cultivos sensibles","Potable - Dulce","0.4139","Media","497.45","Potable - Dura","4.876687822","Buena calidad","1.3087","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0061","Potable - Excelente","0.000214563","Potable - Excelente","<0.00154","Potable - Excelente","0.000962222","Potable - Excelente","0.090596667","Potable - Excelente","VERDE",""
"OCNOR3986","AGUA PRIETA","NOROESTE","SONORA","AGUA PRIETA","RIO AGUA PRIETA","POZO","-109.55489","31.2372","2012-2024","356.36","Alta","2398","Dudosa para riego","2821.8","Cultivos tolerantes","Salobres","1.13335","Potable - Óptima","1026.74","Muy dura e indeseable usos industrial y domestico","8.118147988","Buena calidad","8.8003515","Potable - Buena calidad","0.03688625","No apta como FAAP","<0.001301","Potable - Excelente","0.0032","Potable - Excelente","0.000192257","Potable - Excelente","<0.00154","Potable - Excelente","0.07796125","Potable - Excelente","0.4361325","Sin efectos en la salud - Puede dar color al agua","ROJO","AS, CONDUC, DT, SDT_ra, SDT_sal, FE, "
"OCNOR3987M1","POZO 3 OJO DE AGUA","NOROESTE","SONORA","CANANEA","RIO BACOACHI","POZO","-110.217722","30.975972","2012-2024","88.29","Media","650","Buena para riego","504","Cultivos sensibles","Potable - Dulce","0.2713","Baja","278.85","Potable - Dura","<10","Buena calidad","0.904237","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.0237","Potable - Excelente","VERDE",""
"OCNOR3993","CUITACA","NOROESTE","SONORA","CANANEA","CUITACA","POZO","-110.48888","30.99709","2012-2024","165.36","Alta","329","Buena para riego","244","Excelente para riego","Potable - Dulce","0.164698","Baja","168.018","Potable - Dura","37.39519365","Buena calidad","0.289501","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.003985714","Potable - Excelente","<0.0002013","Potable - Excelente","0.005377143","Potable - Excelente","0.00935","Potable - Excelente","0.804043333","Sin efectos en la salud - Puede dar color al agua","AMARILLO","FE, "
"OCNOR3994","POZO EJIDO MIGUEL HIDALGO","NOROESTE","SONORA","SANTA CRUZ","RIO SANTA CRUZ","POZO","-110.63928","31.14924","2012-2024","170.88","Alta","402","Buena para riego","267","Excelente para riego","Potable - Dulce","1.2863","Potable - Óptima","150.22","Potable - Dura","<3,14382177153182","Buena calidad","0.0914","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000189888","Potable - Excelente","<0.00154","Potable - Excelente","0.003392222","Potable - Excelente","0.220888889","Potable - Excelente","VERDE",""
"OCNOR3995","MILPILLAS","NOROESTE","SONORA","SANTA CRUZ","CUITACA","POZO","-110.45173","31.11264","2012-2024","242.88","Alta","489","Buena para riego","348","Excelente para riego","Potable - Dulce","0.1936","Baja","248.05","Potable - Dura","5.157060063","Buena calidad","2.5095","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.003828571","Potable - Excelente","0.000328563","Potable - Excelente","<0.00154","Potable - Excelente","0.002842222","Potable - Excelente","0.066011111","Potable - Excelente","VERDE",""
"OCNOR3998","MASCAREÑAS 8","NOROESTE","SONORA","NOGALES","RIO SANTA CRUZ","POZO","-110.8354","31.3158","2012-2024","133.395","Media","413.5","Buena para riego","311","Excelente para riego","Potable - Dulce","0.371","Baja","162.6","Potable - Dura","11.22937856","Buena calidad","0.98315","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000188071","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.072075","Potable - Excelente","VERDE",""
"OCNOR3999","PARQUE INDUSTRIAL DE NOGALES","NOROESTE","SONORA","NOGALES","NOGALES","POZO","-110.96166","31.25638","2012-2024","157.44","Alta","313","Buena para riego","212","Excelente para riego","Potable - Dulce","1.0381","Potable - Óptima","124.989","Potable - Dura","20.96941207","Buena calidad","0.3835","Potable - Excelente","0.008222222","Potable - Excelente","<0.001301","Potable - Excelente","0.0029375","Potable - Excelente","0.000188313","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.040177778","Potable - Excelente","VERDE",""
"OCNOR4000","LAS CHIMENEAS","NOROESTE","SONORA","NOGALES","NOGALES","POZO","-110.97975","31.27681","2012-2024","216.45","Alta","400","Buena para riego","244.5","Excelente para riego","Potable - Dulce","0.7444","Potable - Óptima","199.28","Potable - Dura","139.070876","Buena calidad","0.773275","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.001228571","Potable - Excelente","0.000222388","Potable - Excelente","<0.00154","Potable - Excelente","0.014191111","Potable - Excelente","0.099977778","Potable - Excelente","VERDE",""
"OCNOR4001","ESTACION CUARENTENARIA","NOROESTE","SONORA","NOGALES","NOGALES","POZO","-110.97273","31.33135","2012-2024","144.935","Media","320","Buena para riego","207","Excelente para riego","Potable - Dulce","1.50655","Alta","108.4958","Potable - Moderadamente suave","14.83754188","Buena calidad","0.8403335","Potable - Excelente","0.0085375","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000202543","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.044475","Potable - Excelente","ROJO","FLUO, "
"OCNOR4002","POZO BLOQUERA MADERAS Y CONCRETOS","NOROESTE","SONORA","NOGALES","RIO ALISOS","POZO","-110.95548","31.16129","2012-2024","113.36","Media","251","Buena para riego","190","Excelente para riego","Potable - Dulce","0.294","Baja","115.5824","Potable - Moderadamente suave","14.53735812","Buena calidad","2.6919","Potable - Excelente","0.002614286","Potable - Excelente","<0.001301","Potable - Excelente","0.00248","Potable - Excelente","0.000175983","Potable - Excelente","<0.00154","Potable - Excelente","0.003305714","Potable - Excelente","0.229028571","Potable - Excelente","VERDE",""
"OCNOR4003","POZO TUBUTAMA","NOROESTE","SONORA","TUBUTAMA","RIO ALTAR","POZO","-111.4674","30.88404","2012-2024","451.36","Indeseable como FAAP","1050","Permisible para riego","668","Cultivos sensibles","Potable - Dulce","0.683622","Media","395.457","Potable - Dura","13.05851656","Buena calidad","4.996566","Potable - Excelente","0.004266667","Potable - Excelente","<0.001301","Potable - Excelente","0.003828571","Potable - Excelente","0.000264888","Potable - Excelente","0.007134286","Potable - Excelente","0.024594444","Potable - Excelente","1.521011111","Sin efectos en la salud - Puede dar color al agua","AMARILLO","ALC, FE, "
"OCNOR4004","POZO NO. 4 ATIL","NOROESTE","SONORA","ATIL","RIO ALTAR","POZO","-111.61771","30.81878","2012-2024","331.57","Alta","809","Permisible para riego","548","Cultivos sensibles","Potable - Dulce","0.53295","Media","333.2127","Potable - Dura","<3","Buena calidad","4.5761","Potable - Excelente","0.0033125","Potable - Excelente","<0.001301","Potable - Excelente","0.00585","Potable - Excelente","0.000186357","Potable - Excelente","<0.00154","Potable - Excelente","0.0022575","Potable - Excelente","0.06785875","Potable - Excelente","VERDE",""
"OCNOR4005","POZO OQUITOA","NOROESTE","SONORA","OQUITOA","RIO ALTAR","POZO","-111.72838","30.74178","2012-2024","333.95","Alta","828","Permisible para riego","530","Cultivos sensibles","Potable - Dulce","0.628545","Media","262.3555","Potable - Dura","3.869876249","Buena calidad","1.53318","Potable - Excelente","0.01337875","Apta como FAAP","<0.001301","Potable - Excelente","0.004133333","Potable - Excelente","0.0001995","Potable - Excelente","0.002516667","Potable - Excelente","0.00182875","Potable - Excelente","0.03243375","Potable - Excelente","VERDE",""
"OCNOR4006","POZO EL MEZCALITO","NOROESTE","SONORA","ALTAR","RIO ALTAR","POZO","-111.84424","30.71054","2012-2024","376.05","Alta","1246","Permisible para riego","780","Cultivos sensibles","Potable - Dulce","0.8508","Potable - Óptima","292","Potable - Dura","<3,87464899504465","Buena calidad","3.85119","Potable - Excelente","0.004521111","Potable - Excelente","0.002829429","Potable - Excelente","0.001571429","Potable - Excelente","0.00017985","Potable - Excelente","0.00162","Potable - Excelente","0.001968889","Potable - Excelente","0.050457778","Potable - Excelente","VERDE",""
"OCNOR4007","POZO EJIDO SAN JOSE","NOROESTE","SONORA","TUBUTAMA","BUSANI","POZO","-111.40456","30.72676","2012-2024","166.77","Alta","342","Buena para riego","223.36","Excelente para riego","Potable - Dulce","0.4251","Media","136.906","Potable - Dura","7.905466063","Buena calidad","2.429906","Potable - Excelente","0.003277778","Potable - Excelente","<0.001301","Potable - Excelente","0.004571429","Potable - Excelente","0.000354888","Potable - Excelente","0.006548571","Potable - Excelente","0.000685556","Potable - Excelente","0.028055556","Potable - Excelente","VERDE",""
"OCNOR4008","POZO EJIDO SAN MANUEL","NOROESTE","SONORA","TUBUTAMA","BUSANI","POZO","-111.42039","30.62337","2012-2024","141.74","Media","441.5","Buena para riego","265.7","Excelente para riego","Potable - Dulce","11.92995","Alta","21.556","Potable - Suave","42.08807925","Buena calidad","2.102","Potable - Excelente","0.0694","No apta como FAAP","<0.001301","Potable - Excelente","0.018116667","Potable - Excelente","0.000243971","Potable - Excelente","0.005266667","Potable - Excelente","<0.00021","Potable - Excelente","0.044675","Potable - Excelente","ROJO","FLUO, AS, "
"OCNOR4009","POZO EL CALLEJON","NOROESTE","SONORA","TRINCHERAS","MAGDALENA","POZO","-111.52424","30.40185","2012-2024","283.02","Alta","948.5","Permisible para riego","595.24","Cultivos sensibles","Potable - Dulce","1.1895","Potable - Óptima","205.46235","Potable - Dura","7.654506338","Buena calidad","2.168966","Potable - Excelente","0.01345","Apta como FAAP","<0.001301","Potable - Excelente","0.0040125","Potable - Excelente","0.000287911","Potable - Excelente","0.00598","Potable - Excelente","0.000339","Potable - Excelente","0.02873","Potable - Excelente","VERDE",""
"OCNOR4010","POZO ESTACION LLANO","NOROESTE","SONORA","SANTA ANA","LA TINAJA","POZO","-111.10273","30.3647","2012-2024","184.5","Alta","528","Buena para riego","324","Excelente para riego","Potable - Dulce","0.8821","Potable - Óptima","119.23655","Potable - Moderadamente suave","7.869871074","Buena calidad","4.517102","Potable - Excelente","0.059196667","No apta como FAAP","<0.001301","Potable - Excelente","0.013634286","Potable - Excelente","0.000194888","Potable - Excelente","0.005691429","Potable - Excelente","<0.00021","Potable - Excelente","0.019868889","Potable - Excelente","ROJO","AS, "
"OCNOR4011","POZO LOS HOYOS","NOROESTE","SONORA","CUMPAS","CUMPAS","POZO","-109.78725","30.12831","2012-2024","134.93","Media","1040","Permisible para riego","768","Cultivos sensibles","Potable - Dulce","0.274","Baja","523.3174","Muy dura e indeseable usos industrial y domestico","5.569932945","Buena calidad","2.492765","Potable - Excelente","0.004044444","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000258257","Potable - Excelente","0.005077143","Potable - Excelente","0.014774444","Potable - Excelente","0.170977778","Potable - Excelente","AMARILLO","DT, "
"OCNOR4012","POZO CUMPAS","NOROESTE","SONORA","CUMPAS","CUMPAS","POZO","-109.78207","29.98647","2012-2024","173.76","Alta","660","Buena para riego","458","Excelente para riego","Potable - Dulce","0.4321","Media","278.572","Potable - Dura","12.47097183","Buena calidad","3.784392","Potable - Excelente","0.003777778","Potable - Excelente","0.001229429","Potable - Excelente","0.001371429","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.000364444","Potable - Excelente","0.021211111","Potable - Excelente","VERDE",""
"OCNOR4013","POZO SAHUARIPA SA-04","NOROESTE","SONORA","SAHUARIPA","RIO SAHUARIPA","POZO","-109.22978","29.04973","2012-2024","345.1","Alta","785.5","Permisible para riego","547","Cultivos sensibles","Potable - Dulce","0.295019","Baja","330.4324","Potable - Dura","7.193845029","Buena calidad","0.949","Potable - Excelente","0.001784","Potable - Excelente","<0.001301","Potable - Excelente","0.00125875","Potable - Excelente","0.000182267","Potable - Excelente","<0.00154","Potable - Excelente","0.000419","Potable - Excelente","0.009714","Potable - Excelente","VERDE",""
"OCNOR4014","LA POZA","NOROESTE","SONORA","CARBÓ","RIO ZANJON","POZO","-110.96012","29.86644","2012-2024","235.925","Alta","534","Buena para riego","338.96","Excelente para riego","Potable - Dulce","0.2688615","Baja","187.5416","Potable - Dura","11.14122135","Buena calidad","2.07085","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000198257","Potable - Excelente","<0.00154","Potable - Excelente","0.00118375","Potable - Excelente","0.0634375","Potable - Excelente","VERDE",""
"OCNOR4015","EL VAPOR","NOROESTE","SONORA","CARBÓ","RIO ZANJON","POZO","-110.93517","29.65365","2012-2024","258.225","Alta","650.5","Buena para riego","417.32","Excelente para riego","Potable - Dulce","0.34375","Baja","196.5393","Potable - Dura","316.7116157","Aceptable","3.9377375","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.0002154","Potable - Excelente","<0.00154","Potable - Excelente","0.00914125","Potable - Excelente","0.1311625","Potable - Excelente","VERDE",""
"OCNOR4016","POZO FABRICA DE LOS ANGELES","NOROESTE","SONORA","SAN MIGUEL DE HORCASITAS","RIO SAN MIGUEL","POZO","-110.7555","29.44813","2012-2024","262.08","Alta","994","Permisible para riego","642","Cultivos sensibles","Potable - Dulce","0.5651","Media","299.6142","Potable - Dura","12.88182421","Buena calidad","5.7785045","Potable - Buena calidad","0.008844444","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000304525","Potable - Excelente","<0.00154","Potable - Excelente","0.004173333","Potable - Excelente","0.086588889","Potable - Excelente","VERDE",""
"OCNOR4018","POZO SAUZ DE URES","NOROESTE","SONORA","URES","RIO SONORA","POZO","-110.43803","29.40136","2012-2024","338.6","Alta","1332.5","Permisible para riego","1028.1","Cultivos con manejo especial","Ligeramente salobres","0.4366755","Media","567.4875","Muy dura e indeseable usos industrial y domestico","3.782815197","Buena calidad","6.2348075","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.001744444","Potable - Excelente","0.000183232","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.0671","Potable - Excelente","AMARILLO","DT, "
"OCNOR4021","SAN PABLO DE ACONCHI","NOROESTE","SONORA","ACONCHI","RIO SONORA","POZO","-110.20114","29.77367","2012-2024","285.285","Alta","1060","Permisible para riego","708","Cultivos sensibles","Potable - Dulce","0.374446","Baja","416.514","Potable - Dura","73.62540528","Buena calidad","4.1618","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.001842857","Potable - Excelente","0.000192388","Potable - Excelente","0.003048571","Potable - Excelente","0.003307778","Potable - Excelente","0.018472222","Potable - Excelente","VERDE",""
"OCNOR4025","POZO ARIZPE","NOROESTE","SONORA","ARIZPE","RIO BACANUCHI","POZO","-110.16094","30.34119","2012-2024","214.2","Alta","702","Buena para riego","528","Cultivos sensibles","Potable - Dulce","0.2797","Baja","334.9324","Potable - Dura","5.948539615","Buena calidad","1.6961","Potable - Excelente","<0.00219230769230769","Potable - Excelente","<0.00160995272727273","Potable - Excelente","0.002272727","Potable - Excelente","0.000254307","Potable - Excelente","<0.00235090909090909","Potable - Excelente","0.005315385","Potable - Excelente","0.061089231","Potable - Excelente","VERDE",""
"OCNOR4027","POZO TAHUICHOPA","NOROESTE","SONORA","ARIZPE","RIO BACANUCHI","POZO","-110.15789","30.37335","2012-2024","250.64","Alta","783","Permisible para riego","616","Cultivos sensibles","Potable - Dulce","0.3202","Baja","380.3667","Potable - Dura","31.38038542","Buena calidad","1.749","Potable - Excelente","<0.00219230769230769","Potable - Excelente","<0.00160995272727273","Potable - Excelente","0.003990909","Potable - Excelente","0.000283699","Potable - Excelente","<0.00235090909090909","Potable - Excelente","0.026023077","Potable - Excelente","0.053346154","Potable - Excelente","VERDE",""
